#    W20_SR0.02    W20_SR1    W100_SR0.1    W1000_SR1
3600    0.6993087    0.36323364    0.68244072    0.64963745    
5200    0.711766    0.42485649    0.67739422    0.67306472    
7000    0.67956959    0.43266276    0.6647418    0.66080273    
8900    0.61961166    0.42284676    0.6156988    0.60178358    
11100    0.56319886    0.430375    0.55500048    0.55725425    
14150    0.52354796    0.42987374    0.51635126    0.51518207    
19000    0.50154528    0.44445182    0.489882    0.48954666    
