rankx   flowid   timex
9801279   2   1852900
9799899   2   1864900
9798519   2   1876900
9797139   2   1888900
9795759   2   1900900
9792999   2   1912900
9791619   2   1924900
9790239   2   1936900
9788859   2   1948900
9787479   2   1960900
9794379   2   1972900
9786099   2   1984900
9784719   2   1996900
9783339   2   2008900
9781959   2   2020900
9780579   2   2032900
9777819   2   2044900
9776439   2   2056900
9775059   2   2068900
9773679   2   2080900
9772299   2   2092900
9779199   2   2104900
9770919   2   2116900
9769539   2   2128900
9768159   2   2140900
9766779   2   2152900
9765399   2   2164900
9762639   2   2176900
9761259   2   2188900
9759879   2   2200900
9758499   2   2212900
9757119   2   2224900
9764019   2   2236900
9755739   2   2248900
9754359   2   2260900
9752979   2   2272900
9751599   2   2284900
9750219   2   2296900
9747459   2   2308900
9746079   2   2320900
9744699   2   2332900
9743319   2   2344900
9741939   2   2356900
9748839   2   2368900
9740559   2   2380900
9739179   2   2392900
9737799   2   2404900
9736419   2   2416900
9735039   2   2428900
9732279   2   2440900
9730899   2   2452900
9729519   2   2464900
9728139   2   2476900
9726759   2   2488900
9733659   2   2500900
9725379   2   2512900
9723999   2   2524900
9722619   2   2536900
9721239   2   2548900
9719859   2   2560900
9717099   2   2572900
9715719   2   2584900
9714339   2   2596900
9712959   2   2608900
9711579   2   2620900
9718479   2   2632900
9710199   2   2644900
9718479   2   2656900
9707439   2   2668900
9706059   2   2680900
9704679   2   2692900
9703299   2   2704900
9708819   2   2716900
9701919   2   2728900
9700539   2   2740900
9708819   2   2752900
9697779   2   2764900
9696399   2   2776900
9695019   2   2788900
9693639   2   2800900
9699159   2   2812900
9692259   2   2824900
9690879   2   2836900
9699159   2   2848900
9688119   2   2860900
9686739   2   2872900
9685359   2   2884900
9683979   2   2896900
9689499   2   2908900
9682599   2   2920900
9681219   2   2932900
9689499   2   2944900
9678459   2   2956900
9677079   2   2968900
9675699   2   2980900
9674319   2   2992900
9679839   2   3004900
9672939   2   3016900
9671559   2   3028900
9679839   2   3040900
9668799   2   3052900
9667419   2   3064900
9666039   2   3076900
9664659   2   3088900
9670179   2   3100900
9663279   2   3112900
9661899   2   3124900
9670179   2   3136900
9659139   2   3148900
9657759   2   3160900
9656379   2   3172900
9654999   2   3184900
9660519   2   3196900
9653619   2   3208900
9652239   2   3220900
9660519   2   3232900
9649479   2   3244900
9648099   2   3256900
9646719   2   3268900
9645339   2   3280900
9650859   2   3292900
9643959   2   3304900
9642579   2   3316900
9650859   2   3328900
9639819   2   3340900
9638439   2   3352900
9637059   2   3364900
9635679   2   3376900
9641199   2   3388900
9634299   2   3400900
9632919   2   3412900
9641199   2   3424900
9630159   2   3436900
9628779   2   3448900
9627399   2   3460900
9626019   2   3472900
9631539   2   3484900
9624639   2   3496900
9623259   2   3508900
9631539   2   3520900
9620499   2   3532900
9619119   2   3544900
9617739   2   3556900
9616359   2   3568900
9621879   2   3580900
9614979   2   3592900
9613599   2   3604900
9621879   2   3616900
9610839   2   3628900
9609459   2   3640900
9608079   2   3652900
9606699   2   3664900
9612219   2   3676900
9605319   2   3688900
9603939   2   3700900
9612219   2   3712900
9601179   2   3724900
9599799   2   3736900
9598419   2   3748900
9597039   2   3760900
9602559   2   3772900
9595659   2   3784900
9594279   2   3796900
9602559   2   3808900
9591519   2   3820900
9590139   2   3832900
9588759   2   3844900
9587379   2   3856900
9592899   2   3868900
9585999   2   3880900
9584619   2   3892900
9592899   2   3904900
9581859   2   3916900
9580479   2   3928900
9579099   2   3940900
9577719   2   3952900
9583239   2   3964900
9576339   2   3976900
9574959   2   3988900
9583239   2   4000900
9572199   2   4012900
9570819   2   4024900
9569439   2   4036900
9568059   2   4048900
9573579   2   4060900
9566679   2   4072900
9565299   2   4084900
9573579   2   4096900
9562539   2   4108900
9561159   2   4120900
9559779   2   4132900
9558399   2   4144900
9563919   2   4156900
9557019   2   4168900
9555639   2   4180900
9563919   2   4192900
9552879   2   4204900
9551499   2   4216900
9550119   2   4228900
9548739   2   4240900
9554259   2   4252900
9547359   2   4264900
9545979   2   4276900
9554259   2   4288900
9543219   2   4300900
9541839   2   4312900
9540459   2   4324900
9539079   2   4336900
9544599   2   4348900
9537699   2   4360900
9536319   2   4372900
9544599   2   4384900
9533559   2   4396900
9532179   2   4408900
9530799   2   4420900
9529419   2   4432900
9534939   2   4444900
9528039   2   4456900
9526659   2   4468900
9534939   2   4480900
9523899   2   4492900
9522519   2   4504900
9521139   2   4516900
9519759   2   4528900
9525279   2   4540900
9518379   2   4552900
9516999   2   4564900
9525279   2   4576900
9514239   2   4588900
9512859   2   4600900
9511479   2   4612900
9510099   2   4624900
9515619   2   4636900
9508719   2   4648900
9507339   2   4660900
9515619   2   4672900
9504579   2   4684900
9503199   2   4696900
9501819   2   4708900
9500439   2   4720900
9505959   2   4732900
9499059   2   4744900
9497679   2   4756900
9505959   2   4768900
9494919   2   4780900
9493539   2   4792900
9492159   2   4804900
9490779   2   4816900
9496299   2   4828900
9489399   2   4840900
9488019   2   4852900
9496299   2   4864900
9485259   2   4876900
9483879   2   4888900
9482499   2   4900900
9481119   2   4912900
9486639   2   4924900
9479739   2   4936900
9478359   2   4948900
9486639   2   4960900
9475599   2   4972900
9474219   2   4984900
9472839   2   4996900
9471459   2   5008900
9476979   2   5020900
9470079   2   5032900
9468699   2   5044900
9476979   2   5056900
9465939   2   5068900
9464559   2   5080900
9463179   2   5092900
9461799   2   5104900
9467319   2   5116900
9460419   2   5128900
9459039   2   5140900
9467319   2   5152900
9456279   2   5164900
9454899   2   5176900
9453519   2   5188900
9452139   2   5200900
9457659   2   5212900
9450759   2   5224900
9449379   2   5236900
9457659   2   5248900
9446619   2   5260900
9445239   2   5272900
9443859   2   5284900
9442479   2   5296900
9447999   2   5308900
9441099   2   5320900
9439719   2   5332900
9447999   2   5344900
9436959   2   5356900
9435579   2   5368900
9434199   2   5380900
9432819   2   5392900
9438339   2   5404900
9431439   2   5416900
9430059   2   5428900
9438339   2   5440900
9427299   2   5452900
9425919   2   5464900
9424539   2   5476900
9423159   2   5488900
9428679   2   5500900
9421779   2   5512900
9420399   2   5524900
9428679   2   5536900
9417639   2   5548900
9416259   2   5560900
9414879   2   5572900
9413499   2   5584900
9419019   2   5596900
9412119   2   5608900
9410739   2   5620900
9419019   2   5632900
9407979   2   5644900
9406599   2   5656900
9405219   2   5668900
9403839   2   5680900
9409359   2   5692900
9402459   2   5704900
9401079   2   5716900
9409359   2   5728900
9398319   2   5740900
9396939   2   5752900
9395559   2   5764900
9394179   2   5776900
9399699   2   5788900
9392799   2   5800900
9391419   2   5812900
9399699   2   5824900
9388659   2   5836900
9387279   2   5848900
9385899   2   5860900
9384519   2   5872900
9390039   2   5884900
9383139   2   5896900
9381759   2   5908900
9390039   2   5920900
9378999   2   5932900
9377619   2   5944900
9376239   2   5956900
9374859   2   5968900
9380379   2   5980900
9373479   2   5992900
9372099   2   6004900
9380379   2   6016900
9369339   2   6028900
9367959   2   6040900
9366579   2   6052900
9365199   2   6064900
9370719   2   6076900
9363819   2   6088900
9362439   2   6100900
9370719   2   6112900
9359679   2   6124900
9358299   2   6136900
9356919   2   6148900
9355539   2   6160900
9361059   2   6172900
9354159   2   6184900
9352779   2   6196900
9361059   2   6208900
9350019   2   6220900
9348639   2   6232900
9347259   2   6244900
9345879   2   6256900
9351399   2   6268900
9344499   2   6280900
9343119   2   6292900
9351399   2   6304900
9340359   2   6316900
9338979   2   6328900
9337599   2   6340900
9336219   2   6352900
9341739   2   6364900
9334839   2   6376900
9333459   2   6388900
9341739   2   6400900
9330699   2   6412900
9329319   2   6424900
9327939   2   6436900
9326559   2   6448900
9332079   2   6460900
9325179   2   6472900
9323799   2   6484900
9332079   2   6496900
9321039   2   6508900
9319659   2   6520900
9318279   2   6532900
9316899   2   6544900
9322419   2   6556900
9315519   2   6568900
9314139   2   6580900
9322419   2   6592900
9311379   2   6604900
9309999   2   6616900
9308619   2   6628900
9307239   2   6640900
9312759   2   6652900
9305859   2   6664900
9304479   2   6676900
9312759   2   6688900
9301719   2   6700900
9300339   2   6712900
9298959   2   6724900
9297579   2   6736900
9303099   2   6748900
9296199   2   6760900
9294819   2   6772900
9303099   2   6784900
9292059   2   6796900
9290679   2   6808900
9289299   2   6820900
9287919   2   6832900
9293439   2   6844900
9286539   2   6856900
9285159   2   6868900
9293439   2   6880900
9282399   2   6892900
9281019   2   6904900
9279639   2   6916900
9278259   2   6928900
9283779   2   6940900
9276879   2   6952900
9275499   2   6964900
9283779   2   6976900
9272739   2   6988900
9271359   2   7000900
9269979   2   7012900
9268599   2   7024900
9274119   2   7036900
9267219   2   7048900
9265839   2   7060900
9274119   2   7072900
9263079   2   7084900
9261699   2   7096900
9260319   2   7108900
9258939   2   7120900
9264459   2   7132900
9257559   2   7144900
9256179   2   7156900
9264459   2   7168900
9253419   2   7180900
9252039   2   7192900
9250659   2   7204900
9249279   2   7216900
9254799   2   7228900
9247899   2   7240900
9246519   2   7252900
9254799   2   7264900
9243759   2   7276900
9242379   2   7288900
9240999   2   7300900
9239619   2   7312900
9245139   2   7324900
9238239   2   7336900
9236859   2   7348900
9245139   2   7360900
9234099   2   7372900
9232719   2   7384900
9231339   2   7396900
9229959   2   7408900
9235479   2   7420900
9228579   2   7432900
9227199   2   7444900
9235479   2   7456900
9224439   2   7468900
9223059   2   7480900
9221679   2   7492900
9220299   2   7504900
9225819   2   7516900
9218919   2   7528900
9217539   2   7540900
9225819   2   7552900
9214779   2   7564900
9213399   2   7576900
9212019   2   7588900
9210639   2   7600900
9216159   2   7612900
9209259   2   7624900
9207879   2   7636900
9216159   2   7648900
9205119   2   7660900
9203739   2   7672900
9202359   2   7684900
9200979   2   7696900
9206499   2   7708900
9199599   2   7720900
9198219   2   7732900
9206499   2   7744900
9195459   2   7756900
9194079   2   7768900
9192699   2   7780900
9191319   2   7792900
9196839   2   7804900
9189939   2   7816900
9188559   2   7828900
9196839   2   7840900
9185799   2   7852900
9184419   2   7864900
9183039   2   7876900
9181659   2   7888900
9187179   2   7900900
9180279   2   7912900
9178899   2   7924900
9187179   2   7936900
9176139   2   7948900
9174759   2   7960900
9173379   2   7972900
9171999   2   7984900
9177519   2   7996900
9170619   2   8008900
9169239   2   8020900
9177519   2   8032900
9166479   2   8044900
9165099   2   8056900
9163719   2   8068900
9162339   2   8080900
9167859   2   8092900
9160959   2   8104900
9159579   2   8116900
9167859   2   8128900
9156819   2   8140900
9155439   2   8152900
9154059   2   8164900
9152679   2   8176900
9158199   2   8188900
9151299   2   8200900
9149919   2   8212900
9158199   2   8224900
9147159   2   8236900
9145779   2   8248900
9144399   2   8260900
9143019   2   8272900
9148539   2   8284900
9141639   2   8296900
9140259   2   8308900
9148539   2   8320900
9137499   2   8332900
9136119   2   8344900
9134739   2   8356900
9133359   2   8368900
9138879   2   8380900
9131979   2   8392900
9130599   2   8404900
9138879   2   8416900
9127839   2   8428900
9126459   2   8440900
9125079   2   8452900
9123699   2   8464900
9129219   2   8476900
9122319   2   8488900
9120939   2   8500900
9129219   2   8512900
9118179   2   8524900
9116799   2   8536900
9115419   2   8548900
9114039   2   8560900
9119559   2   8572900
9112659   2   8584900
9111279   2   8596900
9119559   2   8608900
9108519   2   8620900
9107139   2   8632900
9105759   2   8644900
9104379   2   8656900
9109899   2   8668900
9102999   2   8680900
9101619   2   8692900
9109899   2   8704900
9098859   2   8716900
9097479   2   8728900
9096099   2   8740900
9094719   2   8752900
9100239   2   8764900
9093339   2   8776900
9091959   2   8788900
9100239   2   8800900
9089199   2   8812900
9087819   2   8824900
9086439   2   8836900
9085059   2   8848900
9090579   2   8860900
9083679   2   8872900
9082299   2   8884900
9090579   2   8896900
9079539   2   8908900
9078159   2   8920900
9076779   2   8932900
9075399   2   8944900
9080919   2   8956900
9074019   2   8968900
9072639   2   8980900
9080919   2   8992900
9069879   2   9004900
9068499   2   9016900
9067119   2   9028900
9065739   2   9040900
9071259   2   9052900
9064359   2   9064900
9062979   2   9076900
9071259   2   9088900
9060219   2   9100900
9058839   2   9112900
9057459   2   9124900
9056079   2   9136900
9061599   2   9148900
9054699   2   9160900
9053319   2   9172900
9061599   2   9184900
9050559   2   9196900
9049179   2   9208900
9047799   2   9220900
9046419   2   9232900
9051939   2   9244900
9045039   2   9256900
9043659   2   9268900
9051939   2   9280900
9040899   2   9292900
9039519   2   9304900
9038139   2   9316900
9036759   2   9328900
9042279   2   9340900
9035379   2   9352900
9033999   2   9364900
9042279   2   9376900
9031239   2   9388900
9029859   2   9400900
9028479   2   9412900
9027099   2   9424900
9032619   2   9436900
9025719   2   9448900
9024339   2   9460900
9032619   2   9472900
9021579   2   9484900
9020199   2   9496900
9018819   2   9508900
9017439   2   9520900
9022959   2   9532900
9016059   2   9544900
9014679   2   9556900
9022959   2   9568900
9011919   2   9580900
9010539   2   9592900
9009159   2   9604900
9007779   2   9616900
9013299   2   9628900
9006399   2   9640900
9005019   2   9652900
9013299   2   9664900
9002259   2   9676900
9000879   2   9688900
8999499   2   9700900
8998119   2   9712900
9003639   2   9724900
8996739   2   9736900
8995359   2   9748900
9003639   2   9760900
8992599   2   9772900
8991219   2   9784900
8989839   2   9796900
8988459   2   9808900
8993979   2   9820900
8987079   2   9832900
8985699   2   9844900
8993979   2   9856900
8982939   2   9868900
8981559   2   9880900
8980179   2   9892900
8978799   2   9904900
8984319   2   9916900
8977419   2   9928900
8976039   2   9940900
8984319   2   9952900
8973279   2   9964900
8971899   2   9976900
8970519   2   9988900
8969139   2   10000900
8974659   2   10012900
8967759   2   10024900
8966379   2   10036900
8974659   2   10048900
8963619   2   10060900
8962239   2   10072900
8960859   2   10084900
8959479   2   10096900
8964999   2   10108900
8958099   2   10120900
8956719   2   10132900
8964999   2   10144900
8953959   2   10156900
8952579   2   10168900
8951199   2   10180900
8949819   2   10192900
8955339   2   10204900
8948439   2   10216900
8947059   2   10228900
8955339   2   10240900
8944299   2   10252900
8942919   2   10264900
8941539   2   10276900
8940159   2   10288900
8945679   2   10300900
8938779   2   10312900
8937399   2   10324900
8945679   2   10336900
8934639   2   10348900
8933259   2   10360900
8931879   2   10372900
8930499   2   10384900
8936019   2   10396900
8929119   2   10408900
8927739   2   10420900
8936019   2   10432900
8924979   2   10444900
8923599   2   10456900
8922219   2   10468900
8920839   2   10480900
8926359   2   10492900
8919459   2   10504900
8918079   2   10516900
8926359   2   10528900
8915319   2   10540900
8913939   2   10552900
8912559   2   10564900
8911179   2   10576900
8916699   2   10588900
8909799   2   10600900
8908419   2   10612900
8916699   2   10624900
8905659   2   10636900
8904279   2   10648900
8902899   2   10660900
8901519   2   10672900
8907039   2   10684900
8900139   2   10696900
8898759   2   10708900
8907039   2   10720900
8895999   2   10732900
8894619   2   10744900
8893239   2   10756900
8891859   2   10768900
8897379   2   10780900
8890479   2   10792900
8889099   2   10804900
8897379   2   10816900
8886339   2   10828900
8884959   2   10840900
8883579   2   10852900
8882199   2   10864900
8887719   2   10876900
8880819   2   10888900
8879439   2   10900900
8887719   2   10912900
8876679   2   10924900
8875299   2   10936900
8873919   2   10948900
8872539   2   10960900
8878059   2   10972900
8871159   2   10984900
8869779   2   10996900
8878059   2   11008900
8867019   2   11020900
8865639   2   11032900
8864259   2   11044900
8862879   2   11056900
8868399   2   11068900
8861499   2   11080900
8860119   2   11092900
8868399   2   11104900
8857359   2   11116900
8855979   2   11128900
8854599   2   11140900
8853219   2   11152900
8858739   2   11164900
8851839   2   11176900
8850459   2   11188900
8858739   2   11200900
8847699   2   11212900
8846319   2   11224900
8844939   2   11236900
8843559   2   11248900
8849079   2   11260900
8842179   2   11272900
8840799   2   11284900
8849079   2   11296900
8838039   2   11308900
8836659   2   11320900
8835279   2   11332900
8833899   2   11344900
8839419   2   11356900
8832519   2   11368900
8831139   2   11380900
8839419   2   11392900
8828379   2   11404900
8826999   2   11416900
8825619   2   11428900
8824239   2   11440900
8829759   2   11452900
8822859   2   11464900
8821479   2   11476900
8829759   2   11488900
8818719   2   11500900
8817339   2   11512900
8815959   2   11524900
8814579   2   11536900
8820099   2   11548900
8813199   2   11560900
8811819   2   11572900
8820099   2   11584900
8809059   2   11596900
8807679   2   11608900
8806299   2   11620900
8804919   2   11632900
8810439   2   11644900
8803539   2   11656900
8802159   2   11668900
8810439   2   11680900
8799399   2   11692900
8798019   2   11704900
8796639   2   11716900
8795259   2   11728900
8800779   2   11740900
8793879   2   11752900
8792499   2   11764900
8800779   2   11776900
8789739   2   11788900
8788359   2   11800900
8786979   2   11812900
8785599   2   11824900
8791119   2   11836900
8784219   2   11848900
8782839   2   11860900
8791119   2   11872900
8780079   2   11884900
8778699   2   11896900
8777319   2   11908900
8775939   2   11920900
8781459   2   11932900
8774559   2   11944900
8773179   2   11956900
8781459   2   11968900
8770419   2   11980900
8769039   2   11992900
8767659   2   12004900
8766279   2   12016900
8771799   2   12028900
8764899   2   12040900
8763519   2   12052900
8771799   2   12064900
8760759   2   12076900
8759379   2   12088900
8757999   2   12100900
8756619   2   12112900
8762139   2   12124900
8755239   2   12136900
8753859   2   12148900
8762139   2   12160900
8751099   2   12172900
8749719   2   12184900
8748339   2   12196900
8746959   2   12208900
8752479   2   12220900
8745579   2   12232900
8744199   2   12244900
8752479   2   12256900
8741439   2   12268900
8740059   2   12280900
8738679   2   12292900
8737299   2   12304900
8742819   2   12316900
8735919   2   12328900
8734539   2   12340900
8742819   2   12352900
8731779   2   12364900
8730399   2   12376900
8729019   2   12388900
8727639   2   12400900
8733159   2   12412900
8726259   2   12424900
8724879   2   12436900
8733159   2   12448900
8722119   2   12460900
8720739   2   12472900
8719359   2   12484900
8717979   2   12496900
8723499   2   12508900
8716599   2   12520900
8715219   2   12532900
8723499   2   12544900
8712459   2   12556900
8711079   2   12568900
8709699   2   12580900
8708319   2   12592900
8713839   2   12604900
8706939   2   12616900
8705559   2   12628900
8713839   2   12640900
8702799   2   12652900
8701419   2   12664900
8700039   2   12676900
8698659   2   12688900
8704179   2   12700900
8697279   2   12712900
8695899   2   12724900
8704179   2   12736900
8693139   2   12748900
8691759   2   12760900
8690379   2   12772900
8688999   2   12784900
8694519   2   12796900
8687619   2   12808900
8686239   2   12820900
8694519   2   12832900
8683479   2   12844900
8682099   2   12856900
8680719   2   12868900
8679339   2   12880900
8684859   2   12892900
8677959   2   12904900
8676579   2   12916900
8684859   2   12928900
8673819   2   12940900
8672439   2   12952900
8671059   2   12964900
8669679   2   12976900
8675199   2   12988900
8668299   2   13000900
8666919   2   13012900
8675199   2   13024900
8664159   2   13036900
8662779   2   13048900
8661399   2   13060900
8660019   2   13072900
8665539   2   13084900
8658639   2   13096900
8657259   2   13108900
8665539   2   13120900
8654499   2   13132900
8653119   2   13144900
8651739   2   13156900
8650359   2   13168900
8655879   2   13180900
8648979   2   13192900
8647599   2   13204900
8655879   2   13216900
8644839   2   13228900
8643459   2   13240900
8642079   2   13252900
8640699   2   13264900
8646219   2   13276900
8639319   2   13288900
8637939   2   13300900
8646219   2   13312900
8635179   2   13324900
8633799   2   13336900
8632419   2   13348900
8631039   2   13360900
8636559   2   13372900
8629659   2   13384900
8628279   2   13396900
8636559   2   13408900
8625519   2   13420900
8624139   2   13432900
8622759   2   13444900
8621379   2   13456900
8626899   2   13468900
8619999   2   13480900
8618619   2   13492900
8626899   2   13504900
8615859   2   13516900
8614479   2   13528900
8613099   2   13540900
8611719   2   13552900
8617239   2   13564900
8610339   2   13576900
8608959   2   13588900
8617239   2   13600900
8606199   2   13612900
8604819   2   13624900
8603439   2   13636900
8602059   2   13648900
8607579   2   13660900
8600679   2   13672900
8599299   2   13684900
8607579   2   13696900
8596539   2   13708900
8595159   2   13720900
8593779   2   13732900
8592399   2   13744900
8597919   2   13756900
8591019   2   13768900
8589639   2   13780900
8597919   2   13792900
8586879   2   13804900
8585499   2   13816900
8584119   2   13828900
8582739   2   13840900
8588259   2   13852900
8581359   2   13864900
8579979   2   13876900
8588259   2   13888900
8577219   2   13900900
8575839   2   13912900
8574459   2   13924900
8573079   2   13936900
8578599   2   13948900
8571699   2   13960900
8570319   2   13972900
8578599   2   13984900
8567559   2   13996900
8566179   2   14008900
8564799   2   14020900
8563419   2   14032900
8568939   2   14044900
8562039   2   14056900
8560659   2   14068900
8568939   2   14080900
8557899   2   14092900
8556519   2   14104900
8555139   2   14116900
8553759   2   14128900
8559279   2   14140900
8552379   2   14152900
8550999   2   14164900
8559279   2   14176900
8548239   2   14188900
8546859   2   14200900
8545479   2   14212900
8544099   2   14224900
8549619   2   14236900
8542719   2   14248900
8541339   2   14260900
8549619   2   14272900
8538579   2   14284900
8537199   2   14296900
8535819   2   14308900
8534439   2   14320900
8539959   2   14332900
8533059   2   14344900
8531679   2   14356900
8539959   2   14368900
8528919   2   14380900
8527539   2   14392900
8526159   2   14404900
8524779   2   14416900
8530299   2   14428900
8523399   2   14440900
8522019   2   14452900
8530299   2   14464900
8519259   2   14476900
8517879   2   14488900
8516499   2   14500900
8515119   2   14512900
8520639   2   14524900
8513739   2   14536900
8512359   2   14548900
8520639   2   14560900
8509599   2   14572900
8508219   2   14584900
8506839   2   14596900
8505459   2   14608900
8510979   2   14620900
8504079   2   14632900
8502699   2   14644900
8510979   2   14656900
8499939   2   14668900
8498559   2   14680900
8497179   2   14692900
8495799   2   14704900
8501319   2   14716900
8494419   2   14728900
8493039   2   14740900
8501319   2   14752900
8490279   2   14764900
8488899   2   14776900
8487519   2   14788900
8486139   2   14800900
8491659   2   14812900
8484759   2   14824900
8483379   2   14836900
8491659   2   14848900
8480619   2   14860900
8479239   2   14872900
8477859   2   14884900
8476479   2   14896900
8481999   2   14908900
8475099   2   14920900
8473719   2   14932900
8481999   2   14944900
8470959   2   14956900
8469579   2   14968900
8468199   2   14980900
8466819   2   14992900
8472339   2   15004900
8465439   2   15016900
8464059   2   15028900
8472339   2   15040900
8461299   2   15052900
8459919   2   15064900
8458539   2   15076900
8457159   2   15088900
8462679   2   15100900
8455779   2   15112900
8454399   2   15124900
8462679   2   15136900
8451639   2   15148900
8450259   2   15160900
8448879   2   15172900
8447499   2   15184900
8453019   2   15196900
8446119   2   15208900
8444739   2   15220900
8453019   2   15232900
8441979   2   15244900
8440599   2   15256900
8439219   2   15268900
8437839   2   15280900
8443359   2   15292900
8436459   2   15304900
8435079   2   15316900
8443359   2   15328900
8432319   2   15340900
8430939   2   15352900
8429559   2   15364900
8428179   2   15376900
8433699   2   15388900
8426799   2   15400900
8425419   2   15412900
8433699   2   15424900
8422659   2   15436900
8421279   2   15448900
8419899   2   15460900
8418519   2   15472900
8424039   2   15484900
8417139   2   15496900
8415759   2   15508900
8424039   2   15520900
8412999   2   15532900
8411619   2   15544900
8410239   2   15556900
8408859   2   15568900
8414379   2   15580900
8407479   2   15592900
8406099   2   15604900
8414379   2   15616900
8403339   2   15628900
8401959   2   15640900
8400579   2   15652900
8399199   2   15664900
8404719   2   15676900
8397819   2   15688900
8396439   2   15700900
8404719   2   15712900
8393679   2   15724900
8392299   2   15736900
8390919   2   15748900
8389539   2   15760900
8395059   2   15772900
8388159   2   15784900
8386779   2   15796900
8395059   2   15808900
8384019   2   15820900
8382639   2   15832900
8381259   2   15844900
8379879   2   15856900
8385399   2   15868900
8378499   2   15880900
8377119   2   15892900
8385399   2   15904900
8374359   2   15916900
8372979   2   15928900
8371599   2   15940900
8370219   2   15952900
8375739   2   15964900
8368839   2   15976900
8367459   2   15988900
8375739   2   16000900
8364699   2   16012900
8363319   2   16024900
8361939   2   16036900
8360559   2   16048900
8366079   2   16060900
8359179   2   16072900
8357799   2   16084900
8366079   2   16096900
8355039   2   16108900
8353659   2   16120900
8352279   2   16132900
8350899   2   16144900
8356419   2   16156900
8349519   2   16168900
8348139   2   16180900
8356419   2   16192900
8345379   2   16204900
8343999   2   16216900
8342619   2   16228900
8341239   2   16240900
8346759   2   16252900
8339859   2   16264900
8338479   2   16276900
8346759   2   16288900
8335719   2   16300900
8334339   2   16312900
8332959   2   16324900
8331579   2   16336900
8337099   2   16348900
8330199   2   16360900
8328819   2   16372900
8337099   2   16384900
8326059   2   16396900
8324679   2   16408900
8323299   2   16420900
8321919   2   16432900
8327439   2   16444900
8320539   2   16456900
8319159   2   16468900
8327439   2   16480900
8316399   2   16492900
8315019   2   16504900
8313639   2   16516900
8312259   2   16528900
8317779   2   16540900
8310879   2   16552900
8309499   2   16564900
8317779   2   16576900
8306739   2   16588900
8305359   2   16600900
8303979   2   16612900
8302599   2   16624900
8308119   2   16636900
8301219   2   16648900
8299839   2   16660900
8308119   2   16672900
8297079   2   16684900
8295699   2   16696900
8294319   2   16708900
8292939   2   16720900
8298459   2   16732900
8291559   2   16744900
8290179   2   16756900
8298459   2   16768900
8287419   2   16780900
8286039   2   16792900
8284659   2   16804900
8283279   2   16816900
